,text,annotations,language,created_at,month,day,source
87,在伊朗竭尽全力抗击疫情的关键时刻，中国朋友的支持让我们感受到了“雪中送炭”的情谊，看到了中国人“滴水之恩，涌泉相报”的品格。连日来，无数中国网友给我们留言询问捐赠渠道事宜，拳拳盛意让我们铭感五内。我们将珍惜中国朋友的每一分善意，追踪每一笔善款的流向。现在急需医用口罩、呼吸器、手 ...全文,inform,cn,2小时前,3,4,weibo
88,【浪漫暖春妆】大家最近过的怎么样？有没有按时洗头每天化妆呢？虽然最近一直呆在屋里，但是冬天好不容易过去了！当然要画个美美的妆庆祝一下！这次的妆容视频干货满满！里面有你们最想看的雅诗兰黛沁水粉底液全天测评，还有各种化妆小技巧～让你在家练成美妆大神，等到摘掉口罩的那天惊艳全场！快戳 ...全文,marketing,cn,49分钟前,3,4,weibo
89,今天下班坐地铁 看到一个年龄很大的大爷 他的口罩可以说完全不起作用了吧 刚好我还有几个 于是让他换上新的 才发现他根本戴不来这种头戴式的 和他交流才发现他口齿也不清晰 唉 sad 非常sad 好像什么也做不了 ☹️ ,personal opinion,cn,11分钟前,3,4,weibo
90,桑田路在道恩上完成了一个小目标呀。（比卖口罩的赚钱多了） ,personal opinion,cn,15分钟前,3,4,weibo
91,早樱已经开好了想出门看樱花但张医生说了要全国新增0且连续28天无新增才能彻底摘下口罩所以继续安心宅在家里不去逛街 不去商家吃饭 上下班两点一线我们会赢的 ,personal opinion,cn,11分钟前,3,4,weibo
92,#黑龙江省一级响应调整为二级#战略上的调整只是从大局出发，疫情还未结束，现在还远远未到彻底放松的时候，这个时候希望人数越来越少，特殊时期千万不能掉以轻心，任何疏忽都有可能造成前功尽弃，疫情未去，加强冠状病毒防控意识，希望大家不要扎堆前往人群密集的地方，更不要摘下你的口罩，战胜疫情， ...全文,advice,cn,26分钟前,3,4,weibo
93,哈哈哈哈，人家戴着叫口罩，您戴着就真只能罩口了呗 汪大王的微博视频 ,personal opinion,cn,11分钟前,3,4,weibo
94,曹妃甸生活超话#海边##海鲜# 【开始挖蛤赶海了】疫情稍稍散去，大家就忙着赶海了。但是大家都很注意，保持着距离，带着口罩。 慢来自然的微博视频 ,personal opinion,cn,11分钟前,3,4,weibo
95,什么时候才能不带口罩  戴一整天上班头都昏了 手也要洗破了 厨艺倒是越来越好 从只会做鸡蛋进化到绿叶菜了👏 ,personal opinion,cn,12分钟前,3,4,weibo
96,【#韩国最大华人聚集城市零感染#】韩媒报道称，韩国安山市为华人分布最多的韩国城市，截至3月4日无一例新冠肺炎确诊病例。媒体称安山市至今零例确诊，与当地部门防控到位有关，当局加强对商铺以及车站等场所的消杀工作，制作多语种防治手册，并为外国居民分发口罩。#韩国身边事# 新闻广东的微博视频 ,inform,cn,12分钟前,3,4,weibo
97,#我在岗位上##抗击疫情公安在行动##抗击疫情 希望同行# 【赛口所妥善处理一起纠纷】4日，赛口所接赛口镇卫生院报警称，有个孕妇在卫生院争论，因害怕发生“意外”，请求派出所帮忙处理。赛口所值班民辅警立即到达现场，经了解，该孕妇石*霞因忘记带口罩去卫生院检查，工作人员说没带口罩不行，双方 ...全文,inform,cn,13分钟前,3,4,weibo
98,新冠病毒是中美共同的敌人，走，去711买口罩去！ ,personal opinion,cn,33分钟前,3,4,weibo
99,今天回家，看到一个大爷摘掉口罩，面壁抽烟我内心:不戴口罩和抽烟就是要受到这样的惩罚的！！（不，他看起来很爽） ,personal opinion,cn,23分钟前,3,4,weibo
100,#fairy小太阳的日常#  买了一堆小裙裙~每天吃食堂~最近饿瘦了戴鸭舌帽不那么吃藕了~上班戴口罩，自拍有美颜，底妆都不用涂了~下午下班还有☀ 挂在天上~下班回家后一看素脸气色比以前涂粉底液还好~还换了个桌布~啃了堆鸡爪子~心情美妙~ ,personal opinion,cn,13分钟前,3,4,weibo
101,【#法国政府征用全国口罩#】3月4日，法国政府发布政令，要求在5月31日前，征用所有公共法人与私人所持有和生产的FFP2型（相当于国内N95型）呼吸防护面罩及医用一次性口罩。3月3日，马克龙即已通过社交网络发布消息称“我们将征用所有生产和库存的防护口罩，并将它们分发给医护人员和受新型冠状病毒感 ...全文,inform,cn,13分钟前,3,4,weibo
102,#鼓浪屿3月6日起恢复向公众开放#还好吧，我觉得可以理解，现在人流量肯定不会特别多，大家的防范意识都很高，而且现在出门都会带口罩，景区的商户也要吃饭呀...... 私享音乐厅的微博视频 ,personal opinion,cn,13分钟前,3,4,weibo
103,想请教一下大家，朋友圈买到假口罩怎么办呀。。母上在朋友圈花了350块买了100个假口罩，对面不给退，在微信上举报也不成功，骗子还猖狂得很，骗了好多人 ,crowdsourcing,cn,32分钟前,3,4,weibo
104,【涉疫诈骗138万元 警方4小时破案】3月2日，桂林市公安局接到公安部推送的电诈线索：3月1日9时许，受害人卢某某到广州市公安局龙归派出所报案，称其在网上被他人以谎称有大量口罩和防护服销售为由，被诈骗138万元。桂林市公安局当晚立即启动三合一平台开展侦控，发现嫌疑人驾车向临桂方向逃窜，立即出 ...全文,inform,cn,13分钟前,3,4,weibo
105,霍尼韦尔表示很快将推出世界上最强大的量子计算机。3M带着口罩表示不服 ,personal opinion,cn,35分钟前,3,4,weibo
106,#宋旻浩0330生日快乐#🎂✘#宋旻浩天生Artist# 【2020宋旻浩生日应援 —— You are my Sunflower🌻】part 1 应援返图弘大地铁站灯箱返图来啦 非常时期，大家尽量减少出门！如要出门打卡，要多多注意防疫措施！一定要带好口罩【应援公告👉微博正文】感谢 ...全文,marketing,cn,35分钟前,3,4,weibo
107,#我要记住你的样子# 湖北省一位危重症型患者，在治疗25天后治愈出院。出院时，他对整日穿着防护服悉心照料自己的医生说：“让我看看你的脸吧。”医生退后一步摘下口罩，满足了患者的心愿。“我不知道你的名字，但我一辈子会记住你的样子”。但是，在目前的疫情环境下，还是要记住，摘下口罩，必须保持  ...全文,inform,cn,17分钟前,3,4,weibo
108,临时决定的火锅局～2020年的第一次聚餐(跟我的助理们)我们都有进门消毒，戴口罩哈哈哈！！ ,personal opinion,cn,42分钟前,3,4,weibo
109,#这道彩虹真赞#【#11地连续10天及以上无新增病例#】3日，28省区市新增确诊病例数为0。其中，黑龙江、云南、陕西、海南、内蒙古、江苏、甘肃、新疆（含兵团）、贵州、青海、西藏连续10天及以上无新增确诊病例。戴好口罩，严防严控，不要放松！加油！ ,personal opinion,cn,17分钟前,3,4,weibo
110,【为这一个个忙碌的身影点赞】在农村疫情防控工作中，有这样一群人，他们没有N95、没有护目镜、没有隔离衣，只有日常工作服、一只普通的医用口罩、一支水银温度计和一张村民熟悉的面孔。作为医疗体系最末端的执行人，他们走村入户排查摸底、测量体温、了解情况，用丰富的经验和专业知识，为全市疫情防 ...全文,inform,cn,17分钟前,3,4,weibo
111,【#女子拒戴口罩闯超市# 指着民警叫嚣：我不戴怎么着】#抗击疫情公安在行动# 3月2日，山东潍坊寿光市某大型超市门口，一女子拒戴口罩还不配合商超防疫检查。民警到场后提示该女子佩戴口罩，女子不听劝阻，胡搅蛮缠还指着民警辱骂叫嚣“我不戴怎么着”。经多次劝说无效，考虑到疫情防控的必要性，民警将 ...全文,inform,cn,17分钟前,3,4,weibo
112,【男子脸太大口罩戴不全 民警上前提醒发现是个网逃】#逃犯因脸大戴不全口罩落网##抗击疫情公安在行动# 2月21日，江苏昆山一名男子逛超市时口罩没戴全，民警上前提醒发现是因他的脸太大，男子却始终躲躲闪闪。经查，该男子赵某因涉嫌盗窃被上海警方网上追逃，平时闭门不出，防疫期间因生活用品耗光外出 ...全文,inform,cn,17分钟前,3,4,weibo
113,我是同性恋超话果果这周也要上战场了，今晚就走，医院给发了一堆防护服和口罩。这两天只能自己在家好好看书咯。果果要去做大英雄了，你得照顾好自己，完事儿就回来。～泡泡 ,personal opinion,cn,2小时前,3,4,weibo
114,【30多天通宵接送，夜幕下的医护专车司机这样度过】#抗击新型肺炎进行时# #新冠肺炎防控# 每晚等候间隙跟儿子视频，是他一天最期待的时刻，但儿子对“口罩老爸”已经有些陌生。长江日报的微博视频 ,inform,cn,18分钟前,3,4,weibo
115,米兔每天都认真戴口罩！,personal opinion,cn,1小时前,3,4,weibo
116,【蜀黍演绎买口罩被骗，快来识破骗子招数！】#抗击疫情公安在行动# 疫情时期，急于购买口罩，很容易被不法分子欺骗。警方提醒无论线上线下，请务必通过正规渠道采购防疫物品！ 安徽公安在线的微博视频 ,inform,cn,15分钟前,3,4,weibo
117,#张文宏#口罩还要戴多久？张文宏预计再戴1到2个月，没有新增就可以摘了 医学知识总览的微博视频 ,personal opinion,cn,15分钟前,3,4,weibo
118,✈️口罩宝宝坐飞机当你有个42斤的宝宝在飞机上睡着了并且叫不起来的时候明天请关注抖音后续… ,marketing,cn,15分钟前,3,4,weibo
119,〔秋风起蟹脚肥日常分享〕谢雨吟:周磊，如果你只有一个口罩，你给你妈还是你女朋友？周磊:当然是给我妈，我又没女朋友。周磊:那师姐你呢?如果是你，你会给谁？谢雨吟飘逸的长发一甩:“幼稚。”#网剧致我们暖暖的小时光# ,inform,cn,28分钟前,3,4,weibo
120,😎🌥🌥戴口罩出门兜哄 ,personal opinion,cn,41分钟前,3,4,weibo
121,【#面馆复工后厨全副武装#，希望顾客能打包回家吃】3月3日，陕西西安。测绘东路一家面馆复工，员工陈刚介绍，除了做好店内消杀工作外，还会对点餐顾客进行测温登记。后厨的工作人员也是口罩、手套、护目镜全副武装。他们希望顾客能避免堂食，尽量打包带回家吃，为防疫工作贡献自己的一份力量。 ...全文,inform,cn,16分钟前,3,4,weibo
122,【致敬最美逆行者！当北京援鄂医疗队天坛医院医护摘下口罩，意气风发】北京天坛医院援鄂医疗队@我是天坛人 由12名业务精湛、技能过硬的队员组成，抵达武汉后，队员们迅速投入到紧张有序的工作中，秉承天坛医院医德高尚、精益求精、严谨求实的精神，与武汉协和医院西区的同行并肩战斗，共抗疫情。当他们 ...全文,inform,cn,16分钟前,3,4,weibo
123,#鑫隆[超话]#✨#鑫隆0311生日快乐# 上海全家便利店电子屏幕应援的视频在这里哦～不能去打卡的小仙女们看过来可以去的小隆妈咪姐姐妹妹出门记得戴好口罩保护好自己!♥️ 贺鑫隆EverywHEre应援组的微博视频 ,marketing,cn,50分钟前,3,4,weibo
124,【为邻居免费买菜送菜半个多月，这位被请上省新闻发布会的外卖小哥，成为儿子心中的英雄】#杭州身边事# 姚权刚是杭州城里的一名外卖小哥，今天下午3点，他坐在了浙江省政府新闻办发布会的台上。今年春节，姚权刚接到最多的单子，是买口罩和买菜。住在丁兰街道的他主动为邻居们去采购送菜，他说自己是小 ...全文,inform,cn,19分钟前,3,4,weibo
125,【广州一#女子潜入医院盗走新冠肺炎患者手机# 落网后被送进该院隔离留观】3月4日，广州市第八人民医院发布情况说明，女子杨某非法潜入隔离病区，偷窃住院患者手机一部后离开医院，杨某离开医院后全程有戴口罩，随后穿着防护服的公安人员将其控制。杨某潜入隔离病区并盗走新冠肺炎确诊病例手机，故 ...全文,inform,cn,19分钟前,3,4,weibo
126,【温州瓯海：紧急“跨界”，企业转产口罩生产】      从新建无尘车间、储备原材料，到购买设备、培训工人，经过16天的奋战，今天上午，位于温州瓯海区郭溪街道的温州市富驰无纺布包装有限公司顺利开启生产线，转产一次性口罩。       在新建的无尘车间，一只只一次性防护口罩从半自动生产线上快速“ ...全文,inform,cn,20分钟前,3,4,weibo
